Rank,Score,"Programming Skills","Driver Skills","Highest Programming Skills","Highest Driver Skills","Highest Programming Score Timestamp","Highest Driver Score Timestamp","Highest Programming Score Stop Time","Highest Driver Score Stop Time","Team Number","Team Name",Organization,"Event Region",Country/Region
2861,16,0,16,0,16,,"2022-09-24 18:12:22",0,0,20025H,"Innovation Robotics","INNOVATION ACADEMY",Tennessee,"United States"
2862,16,0,16,0,16,,"2022-10-11 21:36:36",0,0,77786C,"The Yeaters","BRIDGELAND HIGH SCHOOL","Texas - Region 3","United States"
2863,16,0,16,0,16,,"2022-10-26 01:09:47",0,0,8931N,"V-Bots teamName==null","LAKE STEVENS SR HIGH SCHOOL",Washington,"United States"
2864,16,0,16,0,16,,"2022-10-27 01:36:43",0,0,3743A,"Murphy's Law","ERIE HIGH SCHOOL",Colorado,"United States"
2865,16,0,16,0,16,,"2022-10-28 22:41:15",0,0,2990D,"Titan Team Lemon Demons","West Salem High School",Oregon,"United States"
2866,16,0,16,0,16,,"2022-10-29 20:13:21",0,0,11947H,"Rambotics H","Garces Memorial High School","California - Region 3","United States"
2867,16,0,16,0,16,,"2022-11-05 16:38:07",0,0,2337F,EngiNERDs,"GRAND BLANC COMMUNITY HIGH SCHOOL",Michigan,"United States"
2868,16,0,16,0,16,,"2022-11-05 18:03:46",0,0,83145B,"Kingston Cougars","KINGSTON HIGH",Missouri,"United States"
2869,16,0,16,0,16,,"2022-11-05 18:33:40",0,0,2337C,EngiNERDs,"GRAND BLANC COMMUNITY HIGH SCHOOL",Michigan,"United States"
2870,16,0,16,0,16,,"2022-11-06 18:41:04",0,0,48750V,"AEA Robolution","ALTERNATIVE EDUCATIONAL ACADEMY OF IOSCO COUNTY",Michigan,"United States"
2871,16,0,16,0,16,,"2022-11-12 19:14:23",0,0,7167B,"Jaguarbots 2","ST JOSEPH ACADEMY",Ohio,"United States"
2872,16,0,16,0,16,,"2022-11-12 19:48:07",0,0,36867A,"Rust Devils","Central Freshman Academy",Alabama,"United States"
2873,16,0,16,0,16,,"2022-11-19 16:11:30",0,0,5813D,"Double Trouble","ABRAHAM LINCOLN HIGH SCHOOL",Iowa,"United States"
2874,16,0,16,0,16,,"2022-11-19 17:16:46",0,0,9932F,Hawks,"JERICHO SENIOR HIGH SCHOOL","New York-South","United States"
2875,16,0,16,0,16,,"2022-11-19 18:17:58",0,0,3389X,Tec-Tigers,"PARKSIDE HIGH",Delmarva,"United States"
2876,16,0,16,0,16,,"2022-11-19 18:43:27",0,0,2442F,"Bancroft Robodogs F","Bancroft School","Southern New England","United States"
2877,16,0,16,0,16,,"2022-11-19 19:19:56",0,0,8890A,"IronRAMS A","DICKINSON (JOHN) HIGH SCHOOL",Delmarva,"United States"
2878,16,0,16,0,16,,"2022-11-19 19:51:21",0,0,13282Y,"Mystical Mechanics",,"Pennsylvania - West","United States"
2879,16,0,16,0,16,,"2022-12-03 15:11:35",0,0,72315B,"Pirates B","GOSNELL HIGH SCHOOL",Arkansas,"United States"
2880,16,0,16,0,16,,"2022-12-03 15:52:04",0,0,72315A,"Pirates A","GOSNELL HIGH SCHOOL",Arkansas,"United States"
2881,16,0,16,0,16,,"2022-12-03 16:26:03",0,0,74485C,"Husky Robotics 74485C","BENZIE CENTRAL SR HIGH SCHOOL",Michigan,"United States"
2882,16,0,16,0,16,,"2022-12-03 16:31:42",0,0,49093B,CIA,"THREE RIVERS HIGH SCHOOL",Michigan,"United States"
2883,16,0,16,0,16,,"2022-12-03 20:17:18",0,0,6024E,vikings,"FOSSTON SECONDARY",Minnesota,"United States"
2884,16,0,16,0,16,,"2022-12-03 22:46:03",0,0,299U,SVEC_U,"SKY VALLEY EDUCATION CENTER",Washington,"United States"
2885,16,0,16,0,16,,"2022-12-08 00:12:26",0,0,2373F,"Lake Robotics","CLEAR LAKE HIGH SCHOOL","Texas - Region 3","United States"
2886,16,0,16,0,16,,"2022-12-10 17:25:39",0,0,10565B,"Infinity and Beyond","LOVELAND HIGH SCHOOL",Ohio,"United States"
2887,16,0,16,0,16,,"2022-12-10 18:32:46",0,0,87265A,"Southridge Robotics","Southridge School","British Columbia (BC)",Canada
2888,16,0,16,0,16,,"2022-12-10 18:51:42",0,0,18693C,Wildcats,"RYE COUNTRY DAY SCHOOL","New York-South","United States"
2889,16,0,16,0,16,,"2022-12-10 18:56:02",0,0,61783C,Artemis,"Surrey Christian School","British Columbia (BC)",Canada
2890,16,0,16,0,16,,"2022-12-10 21:24:09",0,0,52430A,STEMpede,"BASIS AHWATUKEE",Arizona,"United States"
2891,16,0,16,0,16,,"2022-12-17 16:52:36",0,0,50027V,"DHS JROTC","DERBY HIGH SCHOOL",Kansas,"United States"
2892,16,0,16,0,16,,"2022-12-17 17:25:47",0,0,14760B,"Disco Nugs Part 2 -  Electric Bugaloo","PICKERINGTON HIGH SCHOOL NORTH",Ohio,"United States"
2893,16,0,16,0,16,,"2022-12-17 17:39:18",0,0,6980D,"Absolute Metal","STAR CITY HIGH SCHOOL",Arkansas,"United States"
2894,16,0,16,0,16,,"2022-12-21 07:47:39",0,0,1737H,"Altyn Orda","Lyceum 92 - Gandhi",Kazakhstan,Kazakhstan
2895,15,0,15,0,15,,"2022-12-11 22:14:08",0,48,2150C,"Chadwick Robotics C","CHADWICK SCHOOL","California - Region 4","United States"
2896,15,0,15,0,15,,"2022-12-10 16:36:48",0,42,1810S,FriPans,"WINDHAM HIGH SCHOOL",Maine,"United States"
2897,15,0,15,0,15,,"2022-11-12 18:45:40",0,11,72111A,"Emerald City Robotics","MT. VERNON/ENOLA HIGH SCHOOL",Arkansas,"United States"
2898,15,0,15,0,15,,"2022-09-08 23:03:52",0,0,37377B,B,"SIGNAL MOUNTAIN MIDDLE/HIGH SCHOOL",Tennessee,"United States"
2899,15,0,15,0,15,,"2022-10-11 22:50:32",0,0,77786E,Evolution,"BRIDGELAND HIGH SCHOOL","Texas - Region 3","United States"
2900,15,0,15,0,15,,"2022-10-15 15:41:21",0,0,22890B,BotTW,"BOOKER T WASHINGTON MAGNET HIGH SCHOOL",Alabama,"United States"
2901,15,0,15,0,15,,"2022-10-22 17:08:02",0,0,30062A,"Pope Robotics","POPE HIGH SCHOOL",Georgia,"United States"
2902,15,0,15,0,15,,"2022-10-26 01:13:38",0,0,8931D,"V-Bots Ephialtes","LAKE STEVENS SR HIGH SCHOOL",Washington,"United States"
2903,15,0,15,0,15,,"2022-11-05 18:25:28",0,0,34300D,Wolves,"Ecole Salish Secondary (Surrey School District)","British Columbia (BC)",Canada
2904,15,0,15,0,15,,"2022-11-05 19:05:42",0,0,99905D,RoboGryphs,"ST GEORGE'S INDEPENDENT SCHOOL",Tennessee,"United States"
2905,15,0,15,0,15,,"2022-11-05 19:42:02",0,0,62907A,"The Pneumatic Pterodactyls","The Three Musketeers",Indiana,"United States"
2906,15,0,15,0,15,,"2022-11-11 19:41:01",0,0,39347A,"Grizzly Bears","CREEKVIEW HIGH SCHOOL",Georgia,"United States"
2907,15,0,15,0,15,,"2022-11-12 15:47:50",0,0,55760E,CyberBuggies,"NORTHRIDGE HIGH SCHOOL",Indiana,"United States"
2908,15,0,15,0,15,,"2022-11-18 21:30:46",0,0,82228A,"FHS Robotics","FARMINGTON SENIOR HIGH SCHOOL","New Mexico","United States"
2909,15,0,15,0,15,,"2022-11-19 17:01:00",0,0,99515A,"The A Team",,"South Dakota","United States"
2910,15,0,15,0,15,,"2022-11-19 18:09:46",0,0,58566C,"Ice cream sandwiches","GRAFTON HIGH SCHOOL","Southern New England","United States"
2911,15,0,15,0,15,,"2022-11-19 18:34:31",0,0,2422C,"Boys & Girls Clubs of Western PA","Boys & Girls Clubs of Western PA","Pennsylvania - West","United States"
2912,15,0,15,0,15,,"2022-11-19 20:57:18",0,0,1290Z,"BCS Robotics ZULU","Brentwood College School","Vancouver Island (BC)",Canada
2913,15,0,15,0,15,,"2022-12-10 20:04:55",0,0,9691C,"Accordi Bot","COLLINSVILLE HIGH SCHOOL",Illinois,"United States"
2914,15,0,15,0,15,,"2022-12-10 20:37:13",0,0,1598C,"Wcc Grizzley's","WHITE CO. CENTRAL HIGH SCHOOL",Arkansas,"United States"
2915,15,0,15,0,15,,"2022-12-17 19:24:51",0,0,91775A,"Buddy Holly","FAIRBANKS HIGH SCHOOL",Ohio,"United States"
2916,15,0,15,0,15,,"2022-12-17 19:59:09",0,0,6865B,"Bolts, Sweat, & Tears","BARBERS HILL HIGH SCHOOL","Texas - Region 3","United States"
2917,15,0,15,0,15,,"2022-12-17 20:21:23",0,0,21408E,"Trojan Chargers","CHESTERTON SENIOR HIGH SCHOOL",Indiana,"United States"
2918,15,0,15,0,15,,"2022-12-17 20:32:07",0,0,9144B,"Spartan 2","SOMERSET HIGH",Wisconsin,"United States"
2919,15,0,15,0,15,,"2022-12-17 20:33:24",0,0,62574F,"Knights of the Round Table","SPLENDORA HIGH SCHOOL","Texas - Region 3","United States"
2920,15,0,15,0,15,,"2022-12-18 07:41:36",0,0,8862A,"Serçev Robotics","Serçev Engelsiz MTAL",Türkiye,Türkiye
2921,14,14,0,14,0,"2022-10-22 18:47:30",,19,0,11775A,"Granbury MCJROTC","GRANBURY HIGH SCHOOL","Texas - Region 2","United States"
2922,14,14,0,14,0,"2022-10-22 13:25:07",,0,0,42690A,Anonymous,Individual,"United Kingdom","United Kingdom"
2923,14,2,12,2,12,"2022-11-19 16:08:08","2022-11-19 16:09:17",0,0,231K,"Knights Robotics Team","DR KIRK LEWIS CAREER AND TECHNICAL HIGH SCHOOL","Texas - Region 3","United States"
2924,14,0,14,0,14,,"2022-12-16 23:17:51",0,12,9111A,"The Robo Boys","Hampton High School",Nebraska,"United States"
2925,14,0,14,0,14,,"2022-09-22 17:01:10",0,0,54300A,"Williamson Team 1","LILLIE B WILLIAMSON HIGH SCHOOL",Alabama,"United States"
2926,14,0,14,0,14,,"2022-09-24 18:06:57",0,0,9263A,Cybears,"ANTIOCH HIGH SCHOOL",Tennessee,"United States"
2927,14,0,14,0,14,,"2022-09-24 21:54:49",0,0,32650A,"Mustang Robotics","ST JEANNE DE LESTONNAC (SISTERS OF COMPANY OF","California - Region 4","United States"
2928,14,0,14,0,14,,"2022-10-22 17:08:04",0,0,68936B,Reeper,"Dekalb High School of Technology - North",Georgia,"United States"
2929,14,0,14,0,14,,"2022-10-29 16:31:47",0,0,321A,321A,"NILES WEST HIGH SCHOOL",Illinois,"United States"
2930,14,0,14,0,14,,"2022-11-05 13:28:17",0,0,8346C,Robocops,"St Helena School","United Kingdom","United Kingdom"
2931,14,0,14,0,14,,"2022-11-05 15:48:16",0,0,31848C,Bloodsport,"MCPHERSON HIGH",Kansas,"United States"
2932,14,0,14,0,14,,"2022-11-05 17:09:05",0,0,2337E,EngiNERDs,"GRAND BLANC COMMUNITY HIGH SCHOOL",Michigan,"United States"
2933,14,0,14,0,14,,"2022-11-05 18:01:45",0,0,34300C,Wolves,"Ecole Salish Secondary (Surrey School District)","British Columbia (BC)",Canada
2934,14,0,14,0,14,,"2022-11-05 18:53:26",0,0,1412G,"Cypress Springs High School","CYPRESS SPRINGS HIGH SCHOOL","Texas - Region 3","United States"
2935,14,0,14,0,14,,"2022-11-05 18:54:33",0,0,158B,158B,"HUNTLEY HIGH SCHOOL",Illinois,"United States"
2936,14,0,14,0,14,,"2022-11-11 18:10:00",0,0,8087C,"Cook Hornets","COOK HIGH SCHOOL",Georgia,"United States"
2937,14,0,14,0,14,,"2022-11-12 14:51:37",0,0,615A,PATronics,"White House Heritage High School",Tennessee,"United States"
2938,14,0,14,0,14,,"2022-11-12 18:52:10",0,0,7167C,"Jaguarbots 3","ST JOSEPH ACADEMY",Ohio,"United States"
2939,14,0,14,0,14,,"2022-11-12 19:57:36",0,0,66834A,"Robo VRHS","VISTA RIDGE HIGH SCHOOL",Colorado,"United States"
2940,14,0,14,0,14,,"2022-11-19 17:11:39",0,0,9594Y,RoboCavs,"Collingwood School","British Columbia (BC)",Canada
2941,14,0,14,0,14,,"2022-11-19 17:44:24",0,0,17771A,Defenestration,"East High School",Kansas,"United States"
2942,14,0,14,0,14,,"2022-11-19 19:03:05",0,0,77038B,"Blanson CTE 1","BLANSON CTE HIGH SCHOOL","Texas - Region 3","United States"
2943,14,0,14,0,14,,"2022-12-02 17:10:30",0,0,1397A,Commodores,"Frazier High School","Pennsylvania - West","United States"
2944,14,0,14,0,14,,"2022-12-02 17:25:24",0,0,13756B,"EA Robotics","EAST ALLEGHENY JSHS","Pennsylvania - West","United States"
2945,14,0,14,0,14,,"2022-12-02 19:13:00",0,0,32410G,"Slightly long beard hair","REDWATER HIGH SCHOOL","Texas - Region 2","United States"
2946,14,0,14,0,14,,"2022-12-02 19:27:50",0,0,16645D,"Pine Tree 4","PINE TREE HIGH SCHOOL","Texas - Region 2","United States"
2947,14,0,14,0,14,,"2022-12-03 08:59:40",0,0,38657A,Xenon,"Shrewsbury International School",Thailand,Thailand
2948,14,0,14,0,14,,"2022-12-03 16:22:41",0,0,7567E,"Live Wire Fluffy Unicorns","GRAND TRAVERSE ACADEMY",Michigan,"United States"
2949,14,0,14,0,14,,"2022-12-03 21:01:27",0,0,9734A,"Cove Robotics","Copperas Cove High School","Texas - Region 4","United States"
2950,14,0,14,0,14,,"2022-12-10 18:05:22",0,0,14805B,"the GLORIOUS little creature features","LIBERTY HIGH SCHOOL",Ohio,"United States"
2951,14,0,14,0,14,,"2022-12-14 01:21:39",0,0,8931C,"V-Bots Dream Team","LAKE STEVENS SR HIGH SCHOOL",Washington,"United States"
2952,14,0,14,0,14,,"2022-12-17 02:16:00",0,0,1064D,"OPS - One Design","OMAHA NORTH MAGNET HIGH SCHOOL",Nebraska,"United States"
2953,14,0,14,0,14,,"2022-12-18 09:07:12",0,0,19640A,FLrobotics,"High School",Türkiye,Türkiye
2954,13,13,0,13,0,"2022-10-29 17:26:37",,0,0,99208A,Savages,"BROKEN BOW HIGH SCHOOL",Oklahoma,"United States"
2955,13,0,13,0,13,,"2022-09-17 05:02:43",0,0,23660W,J.I.C.A,"Loreto Kirribilli",Australia,Australia
2956,13,0,13,0,13,,"2022-10-22 14:52:14",0,0,6567E,"Error Code","EAST LANSING HIGH SCHOOL",Michigan,"United States"
2957,13,0,13,0,13,,"2022-10-29 18:16:12",0,0,64647H,"The Battle Bolts",,"California - Region 3","United States"
2958,13,0,13,0,13,,"2022-11-05 17:46:04",0,0,35244B,"RAMAD Hoover","HOOVER HIGH SCHOOL",Alabama,"United States"
2959,13,0,13,0,13,,"2022-11-12 17:22:37",0,0,29073D,"Rated R","White Knoll High School","South Carolina","United States"
2960,13,0,13,0,13,,"2022-11-19 19:25:43",0,0,395X,"Reno High Robotics","Reno High School",Nevada,"United States"
2961,13,0,13,0,13,,"2022-11-19 21:02:04",0,0,221W,"East Rock","Westwood Community High School",Alberta/Saskatchewan,Canada
2962,13,0,13,0,13,,"2022-11-19 21:21:53",0,0,64900A,"Dufur N Dragons","DUFUR SCHOOL",Oregon,"United States"
2963,13,0,13,0,13,,"2022-12-03 16:08:18",0,0,49615B,"Batteries Not Included II","Bellaire High School",Michigan,"United States"
2964,13,0,13,0,13,,"2022-12-03 16:31:51",0,0,960A,"Perry Hall High School","Perry Hall High School",Maryland,"United States"
2965,13,0,13,0,13,,"2022-12-10 19:07:15",0,0,2748A,AA,"Alexander Academy","British Columbia (BC)",Canada
2966,13,0,13,0,13,,"2022-12-10 19:51:55",0,0,32987A,"Moscrop Hero's","Moscrop Secondary SD41","British Columbia (BC)",Canada
2967,13,0,13,0,13,,"2022-12-10 20:03:50",0,0,84141A,"Kaiser Cougars","HENRY J KAISER HIGH SCHOOL",Hawaii,"United States"
2968,13,0,13,0,13,,"2022-12-17 00:03:21",0,0,68064A,"Match Cancelled","DOUGLAS CO WEST HIGH SCHOOL",Nebraska,"United States"
2969,13,0,13,0,13,,"2022-12-17 02:01:42",0,0,43280A,"Chris P Eters","Elkhorn North High School",Nebraska,"United States"
2970,13,0,13,0,13,,"2022-12-17 18:46:47",0,0,8615C,"LoCo Robotics","LOWNDES CO VOC COMPLEX",Mississippi,"United States"
2971,13,0,13,0,13,,"2022-12-17 18:50:56",0,0,89422A,"Collegiate Robo Knights","FRIENDSHIP PCS COLLEGIATE ACADEMY","District of Columbia","United States"
2972,13,0,13,0,13,,"2022-12-17 21:34:07",0,0,27455C,"The Iceberg","W. H. Croxford",Alberta/Saskatchewan,Canada
2973,13,0,13,0,13,,"2022-12-18 17:46:27",0,0,56308B,"Kinnelon Colts 2","KINNELON HIGH SCHOOL","New Jersey","United States"
2974,12,12,0,12,0,"2022-11-05 13:25:14",,0,0,70649T,"Team T (AORE)","PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL","Florida - North/Central","United States"
2975,12,12,0,12,0,"2022-11-05 13:29:33",,0,0,70649U,"Team U (AORE)","PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL","Florida - North/Central","United States"
2976,12,12,0,12,0,"2022-12-18 19:07:29",,0,0,4610H,"Happy Hobos","Robot Revolution","New Jersey","United States"
2977,12,0,12,0,12,,"2022-12-17 15:02:25",0,5,6980A,"Breaking Bad","STAR CITY HIGH SCHOOL",Arkansas,"United States"
2978,12,0,12,0,12,,"2022-09-08 22:20:04",0,0,37377A,A,"SIGNAL MOUNTAIN MIDDLE/HIGH SCHOOL",Tennessee,"United States"
2979,12,0,12,0,12,,"2022-10-08 16:47:33",0,0,75503P,"Murder Hornets","PLEASANT GROVE HIGH SCHOOL","Texas - Region 2","United States"
2980,12,0,12,0,12,,"2022-10-29 19:23:23",0,0,60441C,"Lockport Robotics Team C","LOCKPORT TOWNSHIP HIGH SCH EAST",Illinois,"United States"
2981,12,0,12,0,12,,"2022-10-29 20:40:59",0,0,78705A,"Cy-Fair High School",,"Texas - Region 3","United States"
2982,12,0,12,0,12,,"2022-11-05 14:08:33",0,0,70649F,"Project Pinball","PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL","Florida - North/Central","United States"
2983,12,0,12,0,12,,"2022-11-12 17:35:41",0,0,97052B,"Omega Bots","HAGERTY HIGH SCHOOL","Florida - North/Central","United States"
2984,12,0,12,0,12,,"2022-11-12 18:36:53",0,0,44385A,Pathfinders,D3MyWay,Colorado,"United States"
2985,12,0,12,0,12,,"2022-11-19 18:59:53",0,0,1022R,"Claremont Robotics","Claremont Secondary School","Vancouver Island (BC)",Canada
2986,12,0,12,0,12,,"2022-11-19 22:26:20",0,0,5842A,"Royal Robotics","RIVER RIDGE HIGH SCHOOL","Florida - North/Central","United States"
2987,12,0,12,0,12,,"2022-12-02 19:34:35",0,0,1394A,David,"PARIS HIGH SCHOOL","Texas - Region 2","United States"
2988,12,0,12,0,12,,"2022-12-02 19:42:44",0,0,16645C,"Pine Tree 3","PINE TREE HIGH SCHOOL","Texas - Region 2","United States"
2989,12,0,12,0,12,,"2022-12-03 15:22:27",0,0,74485A,"The Senior Citizens","BENZIE CENTRAL SR HIGH SCHOOL",Michigan,"United States"
2990,12,0,12,0,12,,"2022-12-03 16:23:12",0,0,34113A,ILtB,"FAIRVIEW  SCHOOL",Michigan,"United States"
2991,12,0,12,0,12,,"2022-12-03 17:52:58",0,0,98090A,"Ohio County Eagles","Ohio County High School",Kentucky,"United States"
2992,12,0,12,0,12,,"2022-12-10 17:06:26",0,0,881V,Viper,"FREEDOM HIGH",Virginia,"United States"
2993,12,0,12,0,12,,"2022-12-10 18:40:53",0,0,95E,"CEC TriBots","Central Educational Center",Georgia,"United States"
2994,12,0,12,0,12,,"2022-12-10 18:54:06",0,0,6121E,"The Pioneers","CONESTOGA SHS","Pennsylvania - East","United States"
2995,12,0,12,0,12,,"2022-12-10 21:17:36",0,0,12878A,TBA,"PINEVILLE HIGH SCHOOL",Louisiana,"United States"
2996,12,0,12,0,12,,"2022-12-11 20:23:50",0,0,12019C,Cards,"DAVISON HIGH SCHOOL",Michigan,"United States"
2997,12,0,12,0,12,,"2022-12-16 23:03:08",0,0,42021A,"Air force One","FRANKLIN HIGH SCHOOL","Texas - Region 1","United States"
2998,12,0,12,0,12,,"2022-12-17 00:50:48",0,0,43280B,BYE,"Elkhorn North High School",Nebraska,"United States"
2999,12,0,12,0,12,,"2022-12-17 17:36:05",0,0,881E,Eris,"FREEDOM HIGH",Virginia,"United States"
3000,12,0,12,0,12,,"2022-12-17 17:58:17",0,0,84443H,Pheonix,"RICE LAKE HIGH",Wisconsin,"United States"
3001,12,0,12,0,12,,"2022-12-17 19:18:55",0,0,8880A,"Adelphi STEP","Adelphi University STEP Program","New York-South","United States"
3002,12,0,12,0,12,,"2022-12-17 19:44:15",0,0,699Z,"Edison Robotics","THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL","New York-South","United States"
3003,11,11,0,11,0,"2022-12-17 17:20:42",,28,0,98471B,"Impractical Designers","CHENEY HIGH",Kansas,"United States"
3004,11,0,11,0,11,,"2022-12-08 18:02:11",0,1,35884A,"Holmes County - Gold","HOLMES COUNTY HIGH SCHOOL","Florida - North/Central","United States"
3005,11,0,11,0,11,,"2022-10-15 19:05:19",0,0,73191B,Apollo,"MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY (M.A.S.T.) @ HOME","Florida - South","United States"
3006,11,0,11,0,11,,"2022-10-22 17:16:36",0,0,68936C,"Dragon Slayer","Dekalb High School of Technology - North",Georgia,"United States"
3007,11,0,11,0,11,,"2022-11-05 18:53:12",0,0,98188C,Tech-no-Logic,"FAITH CHRISTIAN SCHOOLS","California - Region 1","United States"
3008,11,0,11,0,11,,"2022-11-12 16:19:22",0,0,7167A,"Jaguarbots 1","ST JOSEPH ACADEMY",Ohio,"United States"
3009,11,0,11,0,11,,"2022-11-19 17:39:34",0,0,68688A,Jeffree,"Northwest High School",Kansas,"United States"
3010,11,0,11,0,11,,"2022-12-10 16:58:44",0,0,28466Z,"The Campus Yetis 3","SPRINGS STUDIO FOR ACADEMIC EXCELLENCE",Colorado,"United States"
3011,11,0,11,0,11,,"2022-12-17 15:10:46",0,0,548W,"Wilton Robotics","WILTON HIGH SCHOOL","Southern New England","United States"
3012,11,0,11,0,11,,"2022-12-17 17:05:58",0,0,2894B,KURTpocalypse,"Toledo Technology Academy High School",Ohio,"United States"
3013,11,0,11,0,11,,"2022-12-17 19:01:49",0,0,77003U,Falcons,"EAST EARLY COLLEGE HIGH SCHOOL","Texas - Region 3","United States"
3014,10,10,0,10,0,"2022-12-16 22:36:47",,50,0,1860E,"MVHS Robotics -#It Worked Yesterday ¯\_(ツ)_/¯","MOUNTAIN VIEW HIGH SCHOOL","Texas - Region 1","United States"
3015,10,3,7,3,7,"2022-11-05 16:02:53","2022-11-05 16:04:56",0,0,97959A,"We Forgor","BOWIE HIGH SCHOOL","Texas - Region 4","United States"
3016,10,0,10,0,10,,"2022-12-01 21:46:46",0,22,1064F,"OPS - RoboVikings","OMAHA NORTH MAGNET HIGH SCHOOL",Nebraska,"United States"
3017,10,0,10,0,10,,"2022-10-15 16:54:29",0,0,4033C,"Central Valley Hawks","CENTRAL VALLEY HIGH","California - Region 2","United States"
3018,10,0,10,0,10,,"2022-10-16 15:00:32",0,0,3171A,"Wide Mouth","NEWSOME HIGH SCHOOL","Florida - North/Central","United States"
3019,10,0,10,0,10,,"2022-11-11 17:33:25",0,0,383F,"Lowndes Viking Robotics","LOWNDES HIGH SCHOOL",Georgia,"United States"
3020,10,0,10,0,10,,"2022-11-11 18:41:11",0,0,5477S,Firehawks,"STARRS MILL HIGH SCHOOL",Georgia,"United States"
3021,10,0,10,0,10,,"2022-11-12 20:28:31",0,0,29073B,"Rust in Pieces","White Knoll High School","South Carolina","United States"
3022,10,0,10,0,10,,"2022-11-19 16:20:22",0,0,10900A,ZALA,"HAMPDEN CHARTER SCHOOL OF SCIENCE EAST","Southern New England","United States"
3023,10,0,10,0,10,,"2022-12-02 15:19:30",0,0,59882A,Riverbots,"RIVERVIEW JSHS","Pennsylvania - West","United States"
3024,10,0,10,0,10,,"2022-12-03 14:57:23",0,0,61391V,"Valor Wildcats","Valor Voyager Academy",Tennessee,"United States"
3025,10,0,10,0,10,,"2022-12-09 00:29:08",0,0,13205G,"STEM Pythons","STEM SCHOOL CHATTANOOGA",Tennessee,"United States"
3026,10,0,10,0,10,,"2022-12-10 17:22:28",0,0,30906D,"Abbott Lawrence Academy","Lawrence High School","Southern New England","United States"
3027,10,0,10,0,10,,"2022-12-10 18:04:04",0,0,10445A,10445A,"Samuel Robertson Technical Secondary School","British Columbia (BC)",Canada
3028,10,0,10,0,10,,"2022-12-11 23:09:45",0,0,3309B,"Friarbots B","SERVITE HIGH SCHOOL","California - Region 4","United States"
3029,10,0,10,0,10,,"2022-12-14 01:32:54",0,0,99621G,"SC Vex Team G","SHORECREST HIGH SCHOOL",Washington,"United States"
3030,10,0,10,0,10,,"2022-12-17 18:06:38",0,0,574F,"Iron Pride","WAWASEE HIGH SCHOOL",Indiana,"United States"
3031,10,0,10,0,10,,"2022-12-17 21:16:45",0,0,54827A,"Victory Robotics","VICTORY CHRISTIAN ACADEMY",Indiana,"United States"
3032,9,9,0,9,6,"2022-12-10 18:38:30","2022-10-22 19:49:04",0,0,36830D,"SIR MOGOS A LOT","Auburn High School",Alabama,"United States"
3033,9,9,0,9,0,"2022-12-10 19:22:25",,0,0,75548J,"Jumpstarting Jokers","Cathedral High School",Minnesota,"United States"
3034,9,6,3,6,4,"2022-10-29 19:35:10","2022-12-03 22:10:12",0,0,74923C,"The Steel Hydras",TEACH-NW,Oregon,"United States"
3035,9,3,6,3,6,"2022-12-10 18:58:17","2022-12-10 15:20:04",0,0,78566S,"The NOBODyS","INTERNATIONAL COMMUNITY SCHOOL","Florida - North/Central","United States"
3036,9,0,9,0,9,,"2022-12-17 18:43:03",0,26,17771X,Milk,"East High School",Kansas,"United States"
3037,9,0,9,0,9,,"2022-09-08 23:24:45",0,0,663B,"Fatal Error","CHATTANOOGA CHRISTIAN SCHOOL",Tennessee,"United States"
